po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,lead_time_days,delivery_date_missing_flag,price_diff,defect_rate,quantity_outlier,unit_price_outlier,price_diff_outlier,defect_rate_outlier,any_outlier
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,7.0,0,10.100000000000009,0.025898078529657476,False,False,False,False,False
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,8.0,0,0.3200000000000003,0.046610169491525424,False,False,False,False,False
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,15.0,0,3.7799999999999976,0.04431736954967834,False,False,False,False,False
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,4.0,0,2.330000000000002,0.056530214424951264,False,False,False,False,False
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,11.0,0,7.260000000000005,0.13924050632911392,False,False,False,False,False
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,0.0,Yes,12.0,0,3.460000000000008,0.0,False,False,False,False,False
PO-00325,Gamma_Co,2023-05-04,2023-05-14,Electronics,Delivered,709,61.64,54.55,41.0,Yes,10.0,1,7.090000000000003,0.05782792665726375,False,False,False,False,False
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,0.0,No,16.0,0,3.8999999999999986,0.0,False,False,False,False,False
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,3.0,0,3.6099999999999994,0.1454183266932271,False,False,False,False,False
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,4.0,0,6.060000000000002,0.01991150442477876,False,False,False,False,False
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,12.0,0,12.450000000000003,0.09654686398872446,False,False,False,False,False
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,18.0,0,1.8099999999999952,0.10542929292929293,False,False,False,False,False
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,18.0,0,0.5499999999999972,0.030612244897959183,False,False,False,False,False
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,4.0,0,7.009999999999998,0.02375102375102375,False,False,False,False,False
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,0.0,Yes,14.0,0,1.2999999999999972,0.0,False,False,False,False,False
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,2.0,0,8.320000000000007,0.020739910313901346,False,False,False,False,False
PO-00335,Delta_Logistics,2022-03-11,2022-03-22,Raw Materials,Delivered,1893,55.8,52.35,0.0,Yes,11.0,1,3.4499999999999957,0.0,False,False,False,False,False
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,12.0,0,2.049999999999997,0.15613382899628253,False,False,False,False,False
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,17.0,0,6.450000000000003,0.1523517382413088,False,False,False,False,False
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,16.0,0,5.400000000000006,0.030939871570344425,False,False,False,False,False
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,4.0,0,2.1799999999999997,0.15833333333333333,False,False,False,False,False
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,18.0,0,14.739999999999995,0.012919896640826873,False,False,True,False,True
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,9.0,0,9.699999999999996,0.023887079261672096,False,False,False,False,False
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,14.0,0,0.5299999999999976,0.11159420289855072,False,False,False,False,False
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,20.0,0,9.150000000000006,0.019438444924406047,False,False,False,False,False
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,18.0,0,8.82,0.1417624521072797,False,False,False,False,False
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,9.0,0,1.029999999999994,0.105,False,False,False,False,False
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,0.0,Yes,9.0,0,0.7700000000000031,0.0,False,False,False,False,False
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,10.0,0,9.030000000000001,0.031363967906637494,False,False,False,False,False
PO-00348,Alpha_Inc,2023-11-05,2023-11-16,Office Supplies,Delivered,1684,73.05,62.53,0.0,Yes,11.0,1,10.519999999999996,0.0,False,False,False,False,False
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,0.0,Yes,6.0,0,5.43,0.0,False,False,False,False,False
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,19.0,0,12.530000000000001,0.021230266739248774,False,False,False,False,False
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,3.0,0,6.1200000000000045,0.10880829015544041,False,False,False,False,False
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,1.0,0,0.8699999999999974,0.07848101265822785,False,False,False,False,False
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,17.0,0,3.75,0.03714710252600297,False,False,False,False,False
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,14.0,0,4.859999999999999,0.15196998123827393,False,False,False,False,False
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,6.0,0,4.640000000000001,0.04437689969604863,False,False,False,False,False
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,11.0,0,1.7200000000000006,0.017204301075268817,False,False,False,False,False
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,19.0,0,7.640000000000001,0.0,False,False,False,False,False
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,2.0,0,10.11999999999999,0.05813953488372093,False,False,False,False,False
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,0.0,Yes,20.0,0,10.489999999999995,0.0,False,False,False,False,False
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,3.0,0,1.0900000000000034,0.036303630363036306,False,False,False,False,False
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,14.0,0,13.519999999999996,0.01391304347826087,False,False,False,False,False
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,15.0,0,1.4000000000000021,0.099601593625498,False,False,False,False,False
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,7.0,0,10.459999999999994,0.054954954954954956,False,False,False,False,False
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,0.0,Yes,4.0,0,2.509999999999998,0.0,False,False,False,False,False
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,4.0,0,4.439999999999998,0.08834586466165413,False,False,False,False,False
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,0.0,Yes,19.0,0,6.019999999999996,0.0,False,False,False,False,False
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,10.0,0,3.3199999999999967,0.0888208269525268,False,False,False,False,False
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,0.0,No,13.0,0,3.6499999999999986,0.0,False,False,False,False,False
PO-00369,Alpha_Inc,2023-09-29,2023-10-10,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,11.0,1,10.790000000000006,0.013856812933025405,False,False,False,False,False
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,7.0,0,9.950000000000003,0.04508670520231214,False,False,False,False,False
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,7.0,0,1.7999999999999972,0.08560311284046693,False,False,False,False,False
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,9.0,0,5.590000000000003,0.02574750830564784,False,False,False,False,False
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,4.0,0,3.960000000000001,0.11258278145695365,False,False,False,False,False
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,14.0,0,1.2700000000000031,0.014925373134328358,False,False,False,False,False
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,13.0,0,1.7299999999999969,0.0970873786407767,False,False,False,False,False
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,0.0,Yes,8.0,0,0.3099999999999987,0.0,False,False,False,False,False
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,12.0,0,3.789999999999992,0.04868270332187858,False,False,False,False,False
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,0.0,Yes,2.0,0,6.579999999999998,0.0,False,False,False,False,False
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,0.0,No,15.0,0,3.4299999999999997,0.0,False,False,False,False,False
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,19.0,0,2.239999999999995,0.030624263839811542,False,False,False,False,False
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,13.0,0,1.9800000000000004,0.03750837240455459,False,False,False,False,False
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,14.0,0,6.149999999999999,0.017391304347826087,False,False,False,False,False
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,13.0,0,7.420000000000002,0.0196078431372549,False,False,False,False,False
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,11.0,0,7.469999999999999,0.15168831168831168,False,False,False,False,False
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,0.0,No,20.0,0,1.5500000000000007,0.0,False,False,False,False,False
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,0.0,Yes,12.0,0,2.2900000000000063,0.0,False,False,False,False,False
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,0.0,Yes,4.0,0,4.230000000000004,0.0,False,False,False,False,False
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,19.0,0,9.580000000000005,0.026833631484794274,False,False,False,False,False
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,3.0,0,0.8799999999999955,0.02457956015523933,False,False,False,False,False
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,10.0,0,7.060000000000002,0.02702702702702703,False,False,False,False,False
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,8.0,0,3.489999999999995,0.18316831683168316,False,False,False,False,False
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,6.0,0,0.259999999999998,0.04033092037228542,False,False,False,False,False
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,4.0,0,0.8900000000000006,0.020768431983385256,False,False,False,False,False
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,0.0,Yes,7.0,0,9.749999999999993,0.0,False,False,False,False,False
PO-00396,Delta_Logistics,2022-04-17,2022-04-28,Electronics,Delivered,927,48.89,46.05,138.0,Yes,11.0,1,2.8400000000000034,0.1488673139158576,False,False,False,False,False
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,5.0,0,8.769999999999996,0.1731266149870801,False,False,False,False,False
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,5.0,0,3.5,0.09893198426082069,False,False,False,False,False
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,6.0,0,2.0400000000000063,0.05281285878300804,False,False,False,False,False
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,3.0,0,7.299999999999997,0.020226537216828478,False,False,False,False,False
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,16.0,0,0.23000000000000043,0.15895147796988288,False,False,False,False,False
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,19.0,0,12.059999999999988,0.13817097415506957,False,False,False,False,False
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,15.0,0,2.809999999999988,0.09179019384264538,False,False,False,False,False
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,19.0,0,0.8500000000000014,0.047619047619047616,False,False,False,False,False
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,20.0,0,10.25,0.13127646702964307,False,False,False,False,False
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,11.0,0,2.969999999999999,0.02823529411764706,False,False,False,False,False
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,3.0,0,1.8900000000000006,0.029082774049217,False,False,False,False,False
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,10.0,0,8.159999999999997,0.052592592592592594,False,False,False,False,False
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,19.0,0,3.4299999999999997,0.09595375722543352,False,False,False,False,False
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,17.0,0,0.6099999999999994,0.02865761689291101,False,False,False,False,False
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,15.0,0,2.190000000000005,0.020291693088142042,False,False,False,False,False
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,2.0,0,1.9699999999999989,0.05485017775520569,False,False,False,False,False
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,10.0,0,1.6400000000000006,0.10307167235494881,False,False,False,False,False
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,0.0,Yes,3.0,0,2.1599999999999966,0.0,False,False,False,False,False
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,17.0,0,0.8000000000000043,0.09700315457413249,False,False,False,False,False
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,19.0,0,4.210000000000001,0.1511111111111111,False,False,False,False,False
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,2.0,0,7.299999999999997,0.055152394775036286,False,False,False,False,False
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,19.0,0,5.449999999999996,0.0461121157323689,False,False,False,False,False
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,11.0,0,0.5,0.028493894165535955,False,False,False,False,False
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,17.0,0,2.0400000000000063,0.0137524557956778,False,False,False,False,False
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,2.0,0,4.109999999999999,0.026892430278884463,False,False,False,False,False
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,11.0,0,3.3999999999999986,0.04396728016359918,False,False,False,False,False
PO-00423,Delta_Logistics,2022-05-14,2022-05-25,Electronics,Delivered,519,51.73,47.52,81.0,No,11.0,1,4.209999999999994,0.15606936416184972,False,False,False,False,False
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,6.0,0,3.4399999999999977,0.058011049723756904,False,False,False,False,False
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,15.0,0,3.16,0.048401826484018265,False,False,False,False,False
PO-00426,Alpha_Inc,2022-06-15,2022-06-26,MRO,Delivered,799,56.22,49.51,18.0,Yes,11.0,1,6.710000000000001,0.02252816020025031,False,False,False,False,False
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,20.0,0,3.8900000000000006,0.09179575444635686,False,False,False,False,False
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,12.0,0,15.090000000000003,0.011494252873563218,False,False,True,False,True
PO-00429,Beta_Supplies,2023-12-24,2024-01-05,Raw Materials,Delivered,279,47.52,46.5,28.0,No,12.0,1,1.0200000000000031,0.1003584229390681,False,False,False,False,False
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,11.0,0,8.11,0.16481223922114047,False,False,False,False,False
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,2.0,0,9.610000000000007,0.16176470588235295,False,False,False,False,False
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,11.0,0,0.5499999999999989,0.030800821355236138,False,False,False,False,False
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,4.0,0,1.5100000000000051,0.027582477014602487,False,False,False,False,False
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,13.0,0,0.8399999999999999,0.03466076696165192,False,False,False,False,False
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,20.0,0,11.260000000000005,0.13157894736842105,False,False,False,False,False
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,0.0,Yes,11.0,0,3.5199999999999996,0.0,False,False,False,False,False
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,0.0,Yes,5.0,0,3.5,0.0,False,False,False,False,False
PO-00438,Alpha_Inc,2022-02-06,2022-02-17,MRO,Delivered,847,17.77,17.39,0.0,Yes,11.0,1,0.379999999999999,0.0,False,False,False,False,False
PO-00439,Gamma_Co,2023-01-14,2023-01-27,MRO,Delivered,1682,105.7,101.3,94.0,Yes,13.0,0,4.400000000000006,0.0558858501783591,False,False,False,False,False
PO-00440,Epsilon_Group,2023-08-20,2023-08-23,Electronics,Delivered,333,60.44,58.54,8.0,Yes,3.0,0,1.8999999999999986,0.024024024024024024,False,False,False,False,False
PO-00441,Alpha_Inc,2023-07-20,2023-08-02,Electronics,Cancelled,928,69.31,67.26,20.0,Yes,13.0,0,2.049999999999997,0.021551724137931036,False,False,False,False,False
PO-00442,Epsilon_Group,2022-06-01,2022-06-12,MRO,Partially Delivered,1009,16.44,16.18,0.0,Yes,11.0,0,0.26000000000000156,0.0,False,False,False,False,False
PO-00443,Epsilon_Group,2023-03-17,2023-04-03,Electronics,Pending,1554,82.92,74.82,44.0,Yes,17.0,0,8.100000000000009,0.028314028314028315,False,False,False,False,False
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,14.0,0,0.5299999999999976,0.053784860557768925,False,False,False,False,False
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,0.0,Yes,1.0,0,8.64,0.0,False,False,False,False,False
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes,6.0,0,4.060000000000002,0.021556256572029444,False,False,False,False,False
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,0.0,No,16.0,0,1.75,0.0,False,False,False,False,False
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,0.0,Yes,5.0,0,7.119999999999997,0.0,False,False,False,False,False
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,10.0,0,1.0799999999999983,0.015100671140939598,False,False,False,False,False
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,4.0,0,0.6900000000000013,0.026877470355731226,False,False,False,False,False
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,18.0,0,1.289999999999992,0.1051693404634581,False,False,False,False,False
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,0.0,Yes,17.0,0,3.3300000000000054,0.0,False,False,False,False,False
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,0.0,Yes,11.0,0,7.289999999999999,0.0,False,False,False,False,False
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,20.0,0,0.75,0.09477911646586346,False,False,False,False,False
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,0.0,No,13.0,0,2.6600000000000037,0.0,False,False,False,False,False
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,6.0,0,1.2800000000000082,0.12077294685990338,False,False,False,False,False
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,20.0,0,1.0500000000000007,0.08935361216730038,False,False,False,False,False
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,0.0,Yes,6.0,0,3.210000000000001,0.0,False,False,False,False,False
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,2.0,0,6.11999999999999,0.05325034578146611,False,False,False,False,False
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,8.0,0,12.239999999999995,0.037037037037037035,False,False,False,False,False
PO-00462,Delta_Logistics,2022-07-01,2022-07-12,MRO,Delivered,148,44.91,40.1,0.0,No,11.0,1,4.809999999999995,0.0,False,False,False,False,False
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes,15.0,0,1.9600000000000009,0.09923664122137404,False,False,False,False,False
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,0.0,Yes,8.0,0,8.979999999999997,0.0,False,False,False,False,False
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,16.0,0,2.309999999999995,0.1009009009009009,False,False,False,False,False
PO-00466,Delta_Logistics,2022-12-07,2022-12-18,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,11.0,1,0.22000000000000064,0.1458966565349544,False,False,False,False,False
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes,19.0,0,0.4400000000000013,0.04571026722925457,False,False,False,False,False
PO-00468,Delta_Logistics,2023-11-17,2023-11-28,Raw Materials,Delivered,546,82.63,74.77,76.0,No,11.0,1,7.859999999999999,0.1391941391941392,False,False,False,False,False
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,10.0,0,0.7800000000000011,0.05698005698005698,False,False,False,False,False
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,0.0,No,17.0,0,0.1899999999999995,0.0,False,False,False,False,False
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,6.0,0,4.469999999999999,0.025914634146341462,False,False,False,False,False
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,20.0,0,2.25,0.05887372013651877,False,False,False,False,False
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,9.0,0,1.5100000000000051,0.05473965287049399,False,False,False,False,False
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,16.0,0,0.17999999999999972,0.08445297504798464,False,False,False,False,False
